"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"NE","Red Willow",25,3550,7.3,1.7,10726,311.6,233.078500839083,1.33688864,42.6849315068493
"NE","Richardson",24,2664,6.8,1.5,7937,309.5,302.381252362354,1.02354229166667,45.5147058823529
"NE","Rock",24,428,13,4.6,1360,494.7,1764.70588235294,0.28033,38.0538461538462
"NE","Saline",43,3666,11.1,2.6,14350,335.3,299.651567944251,1.11896627906977,30.2072072072072
"NE","Sarpy",212,37097,5.7,0.5,184459,256,114.930689204647,2.22742943396226,44.9122807017544
"NE","Saunders",16,5695,4.7,0.9,21303,259.8,75.1067924705441,3.459074625,55.2765957446809
"NE","Scotts Bluff",166,12091,11.5,1.4,35989,284.8,461.252049237267,0.617449831325301,24.7652173913044
"NE","Seward",24,4121,5.4,1,17318,282,138.584132116873,2.034865,52.2222222222222
"NE","Sheridan",25,2188,13.5,2.6,5190,296.5,481.695568400771,0.615534,21.962962962963
"NE","Sherman",NA,1052,9.1,2.5,3038,283.6,NA,NA,31.1648351648352
"NE","Sioux",NA,441,8.3,3.6,1187,274.1,NA,NA,33.0240963855422
"NE","Stanton",NA,1575,7.1,2.6,5970,288.5,NA,NA,40.6338028169014
"NE","Thayer",17,1815,4.8,1.1,5039,359.1,337.368525501091,1.06441464705882,74.8125
"NE","Thomas",NA,203,7.1,3.4,720,238.6,NA,NA,33.6056338028169
"NE","Thurston",34,2648,25.6,2,7303,439.7,465.562097768041,0.944449735294118,17.17578125
"NE","Valley",16,1590,9.5,2.8,4190,309.8,381.861575178998,0.81128875,32.6105263157895
"NE","Washington",21,5281,4.7,1.3,20667,266.4,101.611264334446,2.62175657142857,56.6808510638298
"NE","Wayne",21,2091,3.6,1.3,9403,289.1,223.332978836542,1.29447966666667,80.3055555555556
"NE","Webster",13,1182,8.2,2,3533,338.8,367.959241437872,0.920754153846154,41.3170731707317
"NE","Wheeler",NA,318,11.9,5.3,805,327.5,NA,NA,27.5210084033613
"NE","York",38,4352,6.8,1.6,13772,329.6,275.922160906186,1.19453978947368,48.4705882352941
"NH","Belknap",137,22037,8.2,1.2,61022,333.2,224.509193405657,1.48412630656934,40.6341463414634
"NH","Carroll",50,20235,9.8,1.1,48779,266.5,102.503126345354,2.5999207,27.1938775510204
"NH","Cheshire",169,24737,7.1,0.7,76493,285,220.935248977031,1.28997071005917,40.1408450704225
"NH","Coos",66,14110,8.9,1.1,31589,340.9,208.933489505841,1.63161971212121,38.3033707865169
"NH","Grafton",506,30436,7.9,0.9,89786,284.7,563.562248011939,0.50517933201581,36.0379746835443
"NH","Hillsborough",1082,113256,6.4,0.4,415247,288.9,260.567806630752,1.10873251663586,45.140625
"NH","Merrimack",563,44934,6.1,0.4,151132,289.2,372.522033718868,0.776329918294849,47.4098360655738
"NH","Rockingham",617,77896,4.8,0.4,309176,280.8,199.562708619039,1.40707651215559,58.5
"NH","Strafford",290,35730,7,0.7,130090,298.9,222.922592051657,1.34082417241379,42.7
"NH","Sullivan",25,16261,7.2,1.2,43144,289.2,57.9454848878175,4.99089792,40.1666666666667
"NJ","Atlantic",557,99265,9.3,0.5,265429,401.5,209.848961492527,1.91328085278276,43.1720430107527
"NJ","Bergen",2874,229863,8.3,0.3,936692,263.9,306.824441758871,0.860100970076548,31.7951807228916
"NJ","Burlington",909,124108,4.6,0.3,445384,324.3,204.093546243242,1.58897724092409,70.5
"NJ","Camden",2231,177472,7.5,0.4,507078,357.3,439.971759768714,0.812097576871358,47.64
"NJ","Cape May",242,37142,6,0.7,92560,408.6,261.452031114952,1.5628105785124,68.1
"NJ","Cumberland",376,62776,10.4,0.8,150972,413.1,249.052804493548,1.65868439361702,39.7211538461538
"NJ","Essex",3541,271737,12.3,0.4,799767,317.1,442.753952088546,0.716199140638238,25.780487804878
"NJ","Gloucester",311,83568,4.6,0.4,291408,378,106.723219678252,3.54187215434084,82.1739130434783
"NJ","Hudson",1764,217291,14.1,0.4,676061,286.2,260.923200717095,1.09687447959184,20.2978723404255
"NJ","Hunterdon",184,28370,2.9,0.4,124714,253,147.537565950896,1.7148175,87.2413793103448
"NJ","Mercer",1608,109769,8.2,0.5,369811,298.6,434.816703667549,0.68672614800995,36.4146341463415
"NJ","Middlesex",2527,209908,7.6,0.3,829685,295.4,304.573422443457,0.96988108033241,38.8684210526316
"NJ","Monmouth",2155,167442,6.3,0.3,621354,311.9,346.82322798276,0.899305394895592,49.5079365079365
"NJ","Morris",1782,109925,5.1,0.3,494228,273.5,360.562331555476,0.758537362514029,53.6274509803922
"NJ","Ocean",1528,241352,6.7,0.4,601651,388,253.967831849361,1.52775253926702,57.910447761194
"NJ","Passaic",920,190642,12.4,0.5,503310,305.6,182.789930659037,1.67186452173913,24.6451612903226
"NJ","Salem",222,23491,6.4,0.7,62607,420,354.592936892041,1.18445675675676,65.625
"NJ","Somerset",865,68327,5.3,0.5,331164,261.4,261.19988887681,1.00076612254335,49.3207547169811
"NJ","Sussex",148,37589,4.8,0.5,140799,333.3,105.114382914651,3.17083153378378,69.4375
"NJ","Union",1332,165963,11.8,0.4,558067,286.7,238.681018587374,1.2011847515015,24.2966101694915
"NJ","Warren",309,30456,6.2,0.7,105779,339.8,292.118473421,1.16322667313916,54.8064516129032
"NM","Bernalillo",2002,283568,9.2,0.4,678701,289.7,294.97525419883,0.982116282217782,31.4891304347826
"NM","Catron",NA,2307,7.7,5,3578,310.3,NA,NA,40.2987012987013
"NM","Chaves",232,33029,11.7,1.3,64689,470.3,358.639026727883,1.31134640948276,40.1965811965812
"NM","Cibola",31,15910,11.1,1.5,26746,288.3,115.905182083302,2.487378,25.972972972973
"NM","Colfax",25,6870,8.1,2.3,12110,256.5,206.440957886045,1.242486,31.6666666666667
"NM","Curry",100,21060,12.3,1.4,49437,372.5,202.277646297308,1.84152825,30.2845528455285
"NM","De Baca",NA,924,7.9,4.3,1781,386.4,NA,NA,48.9113924050633
"NM","Doña Ana",618,110073,11.3,0.8,217522,247.3,284.109193552836,0.870439977346278,21.8849557522124
"NM","Eddy",148,22699,10.2,1.3,57900,395.8,255.613126079447,1.54843378378378,38.8039215686275
"NM","Grant",68,15521,4.1,1,27346,300.4,248.665252687779,1.20804976470588,73.2682926829268
"NM","Guadalupe",10,2033,2.3,1.6,4341,343.1,230.361667818475,1.4893971,149.173913043478
"NM","Harding",NA,253,2.4,2.2,655,295.7,NA,NA,123.208333333333
"NM","Hidalgo",NA,2571,4.9,2,4240,332.4,NA,NA,67.8367346938775
"NM","Lea",86,26068,14.1,1.4,69611,437.3,123.543692807171,3.53963840697674,31.0141843971631
"NM","Lincoln",25,10611,10.2,2.7,19556,290.5,127.838003681735,2.2724072,28.4803921568627
"NM","Los Alamos",47,3831,3.8,1.3,19101,231.4,246.060415685043,0.940419446808511,60.8947368421053
"NM","Luna",25,15793,9.8,1.9,23963,369.4,104.327504903393,3.54077288,37.6938775510204
"NM","McKinley",191,43463,20.9,1.2,72290,266.8,264.213584174851,1.00978910994764,12.7655502392345
"NM","Mora",NA,3271,6.2,3.3,4506,205.6,NA,NA,33.1612903225806
"NM","Otero",106,31486,10.3,1.2,66781,320.4,158.72778185412,2.01855022641509,31.1067961165048
"NM","Quay",25,5339,7.2,2.7,8253,372.4,302.920150248395,1.22936688,51.7222222222222
"NM","Rio Arriba",70,19575,10.6,1.5,39006,237.8,179.459570322515,1.32508954285714,22.4339622641509
"NM","Roosevelt",24,8535,13.6,2,18743,405.6,128.047804513685,3.167567,29.8235294117647
"NM","San Juan",270,58644,14.5,0.9,125043,260.8,215.925721551786,1.20782275555556,17.9862068965517
"NM","San Miguel",267,15782,7.3,1.8,27591,303.1,967.706860932913,0.313214685393258,41.5205479452055
"NM","Sandoval",60,55503,9.8,0.7,145179,254.6,41.328291281797,6.1604289,25.9795918367347
"NM","Santa Fe",240,63603,12.3,0.9,150056,210.2,159.940288958789,1.31424046666667,17.0894308943089
"NM","Sierra",25,7397,6.4,1.8,10968,422.2,227.935813274982,1.85227584,65.96875
"NM","Socorro",24,8814,12,2.9,16735,334.5,143.412010755901,2.332440625,27.875
"NM","Taos",25,19732,10.8,1.8,32835,215.8,76.138267093041,2.8343172,19.9814814814815
"NM","Torrance",NA,8891,7.8,1.8,15591,293.3,NA,NA,37.6025641025641
"NM","Union",25,1749,15.2,4.2,4118,319.1,607.09082078679,0.52562152,20.9934210526316
"NM","Valencia",NA,38600,8.6,1.2,76456,292.7,NA,NA,34.0348837209302
"NV","Carson",226,21439,10.6,1.3,55414,364.1,407.839174215902,0.892753867256637,34.3490566037736
"NV","Carson City",29,NA,NA,NA,NA,NA,NA,NA,NA
"NV","Churchill",40,9125,12.1,2.5,24440,408.6,163.66612111293,2.496546,33.7685950413223
"NV","Clark",6897,694966,12.5,0.2,2231647,394.1,309.054254548322,1.27518063317384,31.528
"NV","Douglas",23,18912,9.7,1.2,48467,245.2,47.4549693605959,5.16700365217391,25.2783505154639
"NV","Elko",75,11598,9.9,1.1,52460,307.3,142.966069386199,2.14946106666667,31.040404040404
"NV","Esmeralda",NA,498,14.2,6.1,826,318.3,NA,NA,22.4154929577465
"NV","Eureka",NA,412,9.6,5.5,2003,372.7,NA,NA,38.8229166666667
"NV","Humboldt",53,3936,13.2,2.7,16786,352.9,315.739306564995,1.11769422641509,26.7348484848485
"NV","Lander",25,1709,7.6,2.7,5575,377.1,448.430493273543,0.840933,49.6184210526316
"NV","Lincoln",20,1827,7.2,3.5,5201,330.1,384.54143433955,0.85842505,45.8472222222222
"NV","Lyon",63,22663,8.8,1.2,55808,355.4,112.887041284404,3.14827987301587,40.3863636363636
"NV","Mineral",35,2253,13.1,3.9,4514,337.2,775.36552946389,0.434891657142857,25.7404580152672
"NV","Nye",25,22766,10.9,2.2,45346,461.8,55.131654390685,8.37631312,42.3669724770642
"NV","Pershing",38,1819,14.6,4.9,6666,364.1,570.05700570057,0.638708052631579,24.9383561643836
"NV","Storey",NA,1974,9.4,3.5,4029,350.3,NA,NA,37.2659574468085
"NV","Washoe",1744,143842,10.2,0.5,465735,364.1,374.461872094646,0.972328632454129,35.6960784313726
"NV","White Pine",25,2745,9.4,3.1,9475,355.3,263.852242744063,1.346587,37.7978723404255
"NY","Albany",1661,99940,4,0.3,307117,325.1,540.836228538309,0.601106181216135,81.275
"NY","Allegany",55,19240,6.9,0.9,46430,350.1,118.457893603274,2.95548054545455,50.7391304347826
"NY","Bronx",3127,789775,9.7,0.3,1432132,375.5,218.34579494069,1.71974917173009,38.7113402061856
"NY","Broome",573,81741,4.2,0.4,191659,335.6,298.96848047835,1.12252635951134,79.9047619047619
"NY","Cattaraugus",186,33186,7,0.6,76840,419.8,242.061426340448,1.73427053763441,59.9714285714286
"NY","Cayuga",99,28855,5.4,0.7,77145,328.3,128.329768617538,2.55825287878788,60.7962962962963
"NY","Chautauqua",356,57797,5.5,0.6,127939,389.4,278.257607140903,1.39942265730337,70.8
"NY","Chemung",471,36118,4.6,0.6,84254,391.5,559.023903909607,0.700327834394904,85.1086956521739
"NY","Chenango",58,21332,4.7,0.8,47536,459.2,122.012790306294,3.76353986206897,97.7021276595745
"NY","Clinton",300,29704,4.4,0.6,80695,301.9,371.770245987979,0.812060683333333,68.6136363636364
"NY","Columbia",192,24148,4.7,0.7,59916,337.9,320.448628079311,1.0544591875,71.8936170212766
"NY","Cortland",162,16049,4.3,0.9,47823,310,338.749137444326,0.915131481481481,72.093023255814
"NY","Delaware",63,21037,6,0.7,44527,375.2,141.487187549127,2.65183022222222,62.5333333333333
"NY","Dutchess",692,93797,5,0.4,293718,345.2,235.600133461347,1.46519441618497,69.04
"NY","Erie",2587,358361,3.7,0.1,919719,344.6,281.281565347677,1.225106947816,93.1351351351351
"NY","Essex",25,15376,3.9,0.6,37300,278.7,67.0241286863271,4.158204,71.4615384615385
"NY","Franklin",171,19601,6.5,1.1,50293,336.8,340.00755572346,0.990566222222222,51.8153846153846
"NY","Fulton",74,24417,6.3,1.1,53591,381,138.08288705193,2.7592122972973,60.4761904761905
"NY","Genesee",245,22280,4.1,0.6,57511,327.9,426.005459825077,0.769708444897959,79.9756097560976
"NY","Greene",NA,18807,5.5,0.9,47491,351.8,NA,NA,63.9636363636364
"NY","Hamilton",NA,2183,6.8,2.4,4434,324.3,NA,NA,47.6911764705882
"NY","Herkimer",25,28160,5.9,0.8,61833,357.4,40.431484805848,8.83964568,60.5762711864407
"NY","Jefferson",330,40989,6,0.9,111755,371.6,295.288801395911,1.25842903030303,61.9333333333333
"NY","Kings",5838,1166929,8.2,0.2,2582830,376.3,226.031136389155,1.66481488352175,45.890243902439
"NY","Lewis",31,10309,6.6,1.2,26447,362.5,117.215563201875,3.09259274193548,54.9242424242424
"NY","Livingston",67,21404,3.3,0.8,63227,268.8,105.967387350341,2.53662949253731,81.4545454545455
"NY","Madison",126,25921,4.8,0.7,70795,258.9,177.978670810085,1.45466869047619,53.9375
"NY","Monroe",2331,279305,3.8,0.2,742474,276.8,313.950387488316,0.881667967395967,72.8421052631579
"NY","Montgomery",120,23881,6.6,1,49455,374.4,242.64482863209,1.542996,56.7272727272727
"NY","Nassau",4758,372118,4.8,0.2,1358343,358.4,350.279715800796,1.02318228499369,74.6666666666667
"NY","New York",8650,551702,5.8,0.2,1628701,267.1,531.098095967277,0.502920274104046,46.051724137931
"NY","Niagara",482,84909,3.6,0.3,210433,410.9,229.051527089382,1.79391949585062,114.138888888889
"NY","Oneida",988,99834,4.2,0.4,229577,358.3,430.356699495158,0.832565173076923,85.3095238095238
"NY","Onondaga",1596,171533,4.1,0.3,461809,298.9,345.597422310955,0.864879135964912,72.9024390243902
"NY","Ontario",602,39689,4,0.4,109864,274.2,547.950192965849,0.500410445182724,68.55
"NY","Orange",1112,128838,5.2,0.3,381951,319.1,291.136821215287,1.09604823830935,61.3653846153846
"NY","Orleans",39,17120,5.5,1,40612,373.3,96.0307298335467,3.88729733333333,67.8727272727273
"NY","Oswego",132,51421,5,0.5,117898,377.9,111.96118678858,3.37527683333333,75.58
"NY","Otsego",247,23845,5.7,0.8,59749,342.7,413.39604010109,0.828987137651822,60.1228070175439
"NY","Putnam",164,27059,4.6,0.6,98892,301.2,165.837479270315,1.816236,65.4782608695652
"NY","Queens",3210,917002,10.5,0.2,2278906,341.1,140.857060361419,2.42160385233645,32.4857142857143
"NY","Rensselaer",292,55380,4.3,0.4,159442,339,183.138696203008,1.85105609589041,78.8372093023256
"NY","Richmond",1177,157470,4.9,0.3,476179,457.4,247.175956940562,1.85050360747664,93.3469387755102
"NY","Rockland",1326,131836,6.1,0.5,325695,279.3,407.129369502142,0.686022726244344,45.7868852459016
"NY","Saratoga",259,66236,3.5,0.4,230163,295.7,112.528946876779,2.62776830501931,84.4857142857143
"NY","Schenectady",483,58674,4.8,0.5,155350,348,310.9108464757,1.11929192546584,72.5
"NY","Schoharie",25,13339,4.2,0.7,31097,330.8,80.3936071003634,4.11475504,78.7619047619048
"NY","Schuyler",25,7811,5.6,1.2,17912,329.9,139.571237159446,2.36366752,58.9107142857143
"NY","Seneca",NA,12653,9.6,1.5,34300,310,NA,NA,32.2916666666667
"NY","St. Lawrence",387,43408,5.9,0.7,108047,355.6,358.177459809157,0.992803958656331,60.271186440678
"NY","Steuben",555,41866,5.8,0.5,95796,349,579.356131780033,0.602392864864865,60.1724137931035
"NY","Suffolk",3941,439865,5.4,0.2,1481093,342.5,266.087274735618,1.28717166328343,63.4259259259259
"NY","Sullivan",169,33113,6.1,0.8,75498,327.1,223.84698932422,1.46126602366864,53.6229508196721
"NY","Tioga",NA,19244,4.4,0.8,48560,330.2,NA,NA,75.0454545454545
"NY","Tompkins",212,29214,3.7,0.5,102793,281.8,206.239724494859,1.36637110377359,76.1621621621622
"NY","Ulster",325,68267,5.9,0.5,178599,324.3,181.971903538094,1.78214325230769,54.9661016949153
"NY","Warren",391,25852,5,0.7,64265,295.1,608.418268108613,0.485028171355499,59.02
"NY","Washington",NA,25368,6.4,1.3,61197,319.5,NA,NA,49.921875
"NY","Wayne",120,34488,5,0.6,90064,284,133.238585894475,2.13151466666667,56.8
"NY","Westchester",3014,294884,6.8,0.3,967612,284.9,311.488489187815,0.914640540145985,41.8970588235294
"NY","Wyoming",62,14615,4.2,0.6,40085,350.5,154.671323437695,2.26609556451613,83.4523809523809
"NY","Yates",35,9081,18.8,1.9,24841,291.6,140.896099190854,2.06961017142857,15.5106382978723
"OH","Adams",25,14606,8.7,1.4,27724,423.7,90.174577982975,4.69866352,48.7011494252874
"OH","Allen",816,38362,6.7,0.7,102663,378.8,794.833581718828,0.47657775,56.5373134328358
"OH","Ashland",123,18437,8.7,1.3,53745,355.1,228.858498464973,1.5516137804878,40.816091954023
"OH","Ashtabula",431,42739,9.2,1.3,97493,412.7,442.083021345122,0.933535060324826,44.8586956521739
"OH","Athens",156,22798,6.3,0.8,65818,331.4,237.017229329363,1.39821058974359,52.6031746031746
"OH","Auglaize",131,13564,4.1,0.7,45804,361.2,286.001222600646,1.26293166412214,88.0975609756098
"OH","Belmont",249,25745,6,0.8,67505,433.7,368.86156580994,1.17577985943775,72.2833333333333
"OH","Brown",0,17403,7.5,1.1,43602,374.4,0,Inf,49.92
"OH","Butler",790,117573,5.8,0.4,382378,325.7,206.601844248362,1.57646221012658,56.1551724137931
"OH","Carroll",NA,9989,9.2,1.7,27081,354.9,NA,NA,38.5760869565217
"OH","Champaign",25,14270,5.6,0.9,38754,346.2,64.5094699901946,5.36665392,61.8214285714286
"OH","Clark",270,59464,6.8,0.8,134585,389.2,200.616710628971,1.94001785185185,57.2352941176471
"OH","Clermont",160,64491,5.7,0.5,205466,325.8,77.8717646715272,4.183801425,57.1578947368421
"OH","Clinton",179,16106,5.9,0.7,42057,388.5,425.61285873933,0.912801368715084,65.8474576271186
"OH","Columbiana",315,43181,7.2,0.8,102665,413,306.82316271368,1.34605222222222,57.3611111111111
"OH","Coshocton",56,15436,11,1.7,36629,374.7,152.884326626444,2.45087255357143,34.0636363636364
"OH","Crawford",75,17159,6.2,1.3,41550,394.8,180.505415162455,2.187192,63.6774193548387
"OH","Cuyahoga",7634,513216,6,0.2,1243857,388.6,613.736144910548,0.633171116321719,64.7666666666667
"OH","Darke",104,18985,5.9,0.9,51323,391.9,202.638193402568,1.93398881730769,66.4237288135593
"OH","Defiance",104,13044,5.6,1.2,38165,327.5,272.500982575658,1.20183052884615,58.4821428571429
"OH","Delaware",124,37715,3.9,0.4,204826,273.2,60.5391893607257,4.51277929032258,70.051282051282
"OH","Erie",287,29240,5,0.8,74615,361.1,384.641157944113,0.938797090592335,72.22
"OH","Fairfield",255,50857,5.1,0.6,155782,332.7,163.690285142057,2.03249691764706,65.2352941176471
"OH","Fayette",25,12303,7.4,1.3,28666,523.7,87.211330496058,6.00495368,70.7702702702703
"OH","Franklin",5541,404615,8.1,0.3,1310300,336.6,422.880256429825,0.795970005414185,41.5555555555556
"OH","Fulton",117,14384,4.5,0.8,42276,375.4,276.752767527675,1.35644533333333,83.4222222222222
"OH","Gallia",287,14020,10.6,2.1,29979,471.8,957.336802428367,0.492825512195122,44.5094339622642
"OH","Geauga",122,24903,8.8,0.8,94031,289.6,129.744445980581,2.23208013114754,32.9090909090909
"OH","Greene",263,53581,4.5,0.5,167995,302.8,156.552278341617,1.93417817490494,67.2888888888889
"OH","Guernsey",189,17094,7.6,1.2,39022,411.5,484.342165957665,0.849605978835979,54.1447368421053
"OH","Hamilton",5060,282367,6.2,0.3,816684,336.5,619.578686493185,0.543111,54.2741935483871
"OH","Hancock",201,23472,4.8,0.7,75930,340.4,264.717502963256,1.28589910447761,70.9166666666667
"OH","Hardin",25,11590,9,1.8,31480,414.5,79.4155019059721,5.219384,46.0555555555556
"OH","Harrison",25,6195,9.2,2.6,15174,431.9,164.755502833795,2.62146024,46.945652173913
"OH","Henry",31,9621,3.6,0.8,27086,356.9,114.450269511925,3.11838496774194,99.1388888888889
"OH","Highland",70,20243,8.6,1.5,43058,411.2,162.571415300293,2.52934994285714,47.8139534883721
"OH","Hocking",25,12285,7,1.1,28385,384.8,88.07468733486,4.3690192,54.9714285714286
"OH","Holmes",69,8632,39.5,2.1,43892,347.5,157.204046295452,2.21050289855072,8.79746835443038
"OH","Huron",139,21870,7.6,1,58504,363,237.590592096267,1.52783827338129,47.7631578947368
"OH","Jackson",25,14468,9.9,2.2,32384,497.6,77.1986166007905,6.44571136,50.2626262626263
"OH","Jefferson",256,30022,5.9,0.8,65767,485.2,389.252968814147,1.246490171875,82.2372881355932
"OH","Knox",111,21693,9.3,1.9,61893,349.8,179.341767243469,1.95046589189189,37.6129032258064
"OH","Lake",294,73770,5.1,0.5,230514,358.6,127.541060412817,2.81164355102041,70.3137254901961
"OH","Lawrence",8,29789,5.9,0.9,59866,404.1,13.3631777636722,30.23981325,68.4915254237288
"OH","Licking",262,59244,6.4,0.7,175769,331.5,149.059276664258,2.22394746183206,51.796875
"OH","Logan",115,16451,7.9,1.9,45358,398.6,253.538515807575,1.57214772173913,50.4556962025316
"OH","Lorain",896,111571,5.1,0.3,309461,308.2,289.535676547287,1.06446294866071,60.4313725490196
"OH","Lucas",3434,177522,6.2,0.3,429899,421,798.792274464467,0.527045658124636,67.9032258064516
"OH","Madison",94,14161,6.9,1.1,44413,325,211.649742192601,1.53555585106383,47.1014492753623
"OH","Mahoning",1039,102663,5.4,0.4,229642,434.6,452.443368373381,0.960562205967276,80.4814814814815
"OH","Marion",174,27790,6,0.9,65256,383.7,266.642147848474,1.43900731034483,63.95
"OH","Medina",191,47738,4.2,0.4,179146,309.8,106.61694930392,2.90572936125655,73.7619047619048
"OH","Meigs",NA,11598,7.7,1.3,23106,401.8,NA,NA,52.1818181818182
"OH","Mercer",88,12117,4.1,0.7,40959,511.1,214.8489953368,2.37888010227273,124.658536585366
"OH","Miami",201,36031,5.4,0.6,106222,376.4,189.226337293593,1.98915227860696,69.7037037037037
"OH","Monroe",NA,6537,6.8,1.5,13790,347.6,NA,NA,51.1176470588235
"OH","Montgomery",2499,214731,7,0.4,532331,339.5,469.444762750995,0.723194775910364,48.5
"OH","Morgan",NA,7212,8.5,1.8,14604,292.5,NA,NA,34.4117647058824
"OH","Morrow",25,12638,6.4,1.8,35112,374.6,71.2007290954659,5.26118208,58.53125
"OH","Muskingum",321,37305,6.2,0.8,86183,341.7,372.463246812016,0.917405953271028,55.1129032258064
"OH","Noble",NA,5904,7,2.3,14354,287.6,NA,NA,41.0857142857143
"OH","Ottawa",25,15581,4.2,0.7,40769,404,61.3211018175575,6.5882704,96.1904761904762
"OH","Paulding",25,7216,6.3,1.5,18760,325.3,133.262260127932,2.4410512,51.6349206349206
